Voter||Weight||% Weight||Author||Rep||Permlink||vote_tstamp||Total Payout||Pending Payout||Curator Payout||Total Payout Value||Total Reward Shares||Ratio||Delegatee Vote Value||Vote Count||Created||Vote Date||Comments||json_metadata||depth||Word Count
freedompoint||3900||39||simms50||52||re-freedompoint-re-simms50-re-freedompoint-tiny-house-tiny-flooring-20180228t213731226z||2018-02-28 22:36:09||0.029||0.029||0||0||5398142358||5.372218455302916e-12||0.029||1||2018-02-28 21:37:30||2018-02-28||0||"{""tags"":[""homesteading""]}"||3||3
freedompoint||3900||39||captainbob||57||re-freedompoint-re-captainbob-ywqrodvl-20180228t212644405z||2018-02-28 22:35:42||0.029||0.029||0||0||5398142358||5.372218455302916e-12||0.029||1||2018-02-28 21:26:45||2018-02-28||0||"{""tags"":[""dtube""]}"||2||14
freedompoint||3900||39||goldendawne||59||re-freedompoint-6k0tg8s4-20180228t214322287z||2018-02-28 22:33:33||0.03||0.03||0||0||5536556265||5.4185306829894555e-12||0.03||1||2018-02-28 21:43:24||2018-02-28||1||"{""tags"":[""dtubedaily""]}"||1||63
freedompoint||3900||39||paulinka||32||re-freedompoint-a-second-thought-or-never-a-second-thought-20180228t215126963z||2018-02-28 22:32:00||0.03||0.03||0||0||5536556265||5.4185306829894555e-12||0.03||1||2018-02-28 21:51:27||2018-02-28||1||"{""tags"":[""anarchy""]}"||1||3
freedompoint||3900||39||prince121||38||re-freedompoint-a-second-thought-or-never-a-second-thought-20180228t214251338z||2018-02-28 22:31:48||0.03||0.03||0||0||5536556265||5.4185306829894555e-12||0.03||1||2018-02-28 21:43:03||2018-02-28||0||"{""tags"":[""anarchy""]}"||1||11
freedompoint||3900||39||bowentroyer||54||re-freedompoint-a-second-thought-or-never-a-second-thought-20180228t221329734z||2018-02-28 22:30:48||0.031||0.031||0||0||5674970172||5.462583777612144e-12||0.031||1||2018-02-28 22:13:18||2018-02-28||1||"{""tags"":[""anarchy""]}"||1||13
freedompoint||10000||100||freedompoint||59||a-second-thought-or-never-a-second-thought||2018-02-28 22:16:15||4.455||4.455||0||0||817204052388||5.451514816870747e-12||0.07919639458368936||91||2018-02-28 21:40:24||2018-02-28||20||"{""tags"":[""anarchy"",""photography"",""smartphonephotography"",""nature"",""culture""]}"||0||374
freedompoint||3900||39||mehrab||46||re-freedompoint-6k0tg8s4-20180228t185334900z||2018-02-28 21:13:03||0.031||0.031||0||0||5672607980||5.464858511164031e-12||0.031||1||2018-02-28 18:53:42||2018-02-28||0||"{""tags"":[""dtubedaily""]}"||1||7
freedompoint||3900||39||unkabird||12||re-freedompoint-6k0tg8s4-20180228t185547041z||2018-02-28 21:12:51||0.031||0.031||0||0||5672607980||5.464858511164031e-12||0.031||1||2018-02-28 18:55:51||2018-02-28||0||"{""tags"":[""dtubedaily""]}"||1||5
freedompoint||3900||39||thefarmerswife||47||re-freedompoint-re-thefarmerswife-nlygtbiw-20180228t190618618z||2018-02-28 21:11:45||0.031||0.031||0||0||5672607980||5.464858511164031e-12||0.031||1||2018-02-28 19:06:18||2018-02-28||1||"{""tags"":[""homesteading""]}"||2||9
